,Unnamed: 0,Genero,NivelEstudios,TipoContratacion,TipoPersonal,TipoJornada,Rotacion,ExperienciaActual,Categoria_Num,Verd_Fals
17556,17581,0,9,5,3,3,2,6,1,True
9957,9982,0,7,5,2,3,2,8,1,True
9303,9328,1,9,5,3,2,2,8,0,False
14910,14935,1,7,5,2,2,1,8,1,True
12482,12507,1,9,5,3,3,1,8,1,True
15968,15993,1,6,5,3,2,1,7,1,True
3213,3238,1,5,5,1,1,2,8,1,True
4712,4737,1,9,5,3,3,2,6,1,True
10094,10119,0,8,5,2,3,2,6,1,True
18878,18903,0,4,5,3,3,2,8,1,True
12522,12547,1,9,5,3,3,2,8,1,True
11567,11592,1,9,5,2,3,2,8,0,False
11650,11675,1,8,5,2,3,2,7,1,True
5682,5707,1,6,5,2,2,1,7,1,True
5338,5363,0,9,5,3,3,2,6,1,True
4583,4608,1,8,5,3,3,1,7,1,True
16099,16124,0,6,5,3,3,2,5,1,True
18269,18294,1,3,5,3,3,2,8,1,True
69,94,1,7,3,3,3,2,8,0,False
17847,17872,1,6,5,1,2,1,8,1,True
9544,9569,1,5,5,2,3,1,8,0,False
19711,19736,1,9,5,2,3,1,7,1,True
2639,2664,0,6,3,2,3,2,8,0,False
3848,3873,1,9,4,2,3,2,5,1,True
19250,19275,0,9,5,3,3,2,8,1,True
18370,18395,1,9,5,2,3,2,8,1,True
13672,13697,0,5,5,1,3,2,5,1,True
19634,19659,1,5,5,3,3,2,8,0,False
6729,6754,1,7,4,1,2,1,7,1,True
13380,13405,0,9,5,1,3,1,8,1,True
4817,4842,1,9,5,2,3,2,8,1,True
1435,1460,0,9,5,2,3,2,6,1,True
4951,4976,0,8,5,1,3,2,8,1,True
8943,8968,0,9,4,1,1,2,5,1,True
2613,2638,1,7,5,3,3,1,5,1,True
15075,15100,0,9,5,3,3,2,8,1,True
4231,4256,1,7,5,1,2,1,6,1,True
18685,18710,1,5,5,1,2,1,1,1,True
11899,11924,1,7,5,2,3,2,5,1,True
13723,13748,1,7,5,2,3,1,6,1,True
6423,6448,1,5,5,2,3,2,7,1,True
13183,13208,1,7,5,1,3,1,8,1,True
3739,3764,0,7,5,1,3,2,8,1,True
20233,20258,1,9,5,1,2,2,7,1,True
4630,4655,0,3,5,2,3,2,8,1,True
12120,12145,1,4,4,1,3,1,7,1,True
17168,17193,1,5,5,1,2,1,6,1,True
13081,13106,1,5,5,3,3,2,4,1,True
12836,12861,0,3,5,3,3,2,8,1,True
17447,17472,1,6,5,3,3,2,4,1,True
3044,3069,0,3,5,3,3,2,6,1,True
18637,18662,1,5,5,1,2,1,2,1,True
7406,7431,1,5,1,2,3,2,6,1,True
7488,7513,1,5,5,1,2,1,4,1,True
1288,1313,0,9,5,2,3,2,8,1,True
12117,12142,1,9,4,2,1,2,4,1,True
6326,6351,1,6,5,3,3,2,5,1,True
13646,13671,1,8,5,2,2,1,4,1,True
13955,13980,1,8,4,2,3,1,8,1,True
1501,1526,1,8,5,3,3,1,8,1,True
11258,11283,1,8,5,3,3,2,5,1,True
10705,10730,1,3,5,3,3,2,3,0,False
7004,7029,1,9,5,3,3,2,8,1,True
1355,1380,1,2,5,1,3,2,8,1,True
11874,11899,1,4,4,1,3,1,7,1,True
17558,17583,0,9,5,2,3,2,8,0,False
16851,16876,0,9,5,3,3,2,8,1,True
11843,11868,1,9,5,2,3,1,5,1,True
11289,11314,1,8,5,3,3,2,8,1,True
5138,5163,1,9,5,3,3,2,7,0,False
16927,16952,1,9,5,3,3,2,8,1,True
12889,12914,1,4,5,2,3,1,8,1,True
17500,17525,1,6,5,1,2,1,6,0,False
868,893,0,9,5,2,3,2,8,1,True
15848,15873,1,8,5,1,3,1,8,1,True
7192,7217,1,8,5,1,3,1,7,0,False
771,796,0,8,5,1,3,2,8,1,True
10259,10284,0,7,5,2,3,2,8,1,True
14899,14924,1,8,5,3,2,1,6,0,False
1931,1956,0,9,5,2,3,2,8,0,False
342,367,1,9,5,3,3,2,8,0,False
8339,8364,1,6,5,1,3,1,6,0,False
19974,19999,1,8,5,2,3,2,7,1,True
7359,7384,1,7,5,1,2,1,7,1,True
8559,8584,1,7,5,3,3,2,8,0,False
18836,18861,1,3,5,3,3,2,6,1,True
17131,17156,1,6,5,1,2,1,6,1,True
6538,6563,1,4,4,1,3,1,7,1,True
13297,13322,1,7,5,1,3,2,8,1,True
804,829,0,9,5,3,3,2,6,1,True
1361,1386,1,2,5,1,3,2,8,1,True
15423,15448,0,5,5,2,3,1,5,1,True
5830,5855,0,7,4,2,2,2,5,1,True
4236,4261,1,4,5,1,3,2,8,0,False
9444,9469,0,6,4,1,3,2,7,1,True
15842,15867,1,9,1,3,3,2,4,1,True
20173,20198,1,9,5,1,2,1,8,1,True
9276,9301,1,9,5,2,3,2,8,1,True
16556,16581,1,6,3,2,2,1,5,1,True
11548,11573,1,9,1,2,3,2,8,1,True
20718,20743,0,9,5,3,3,2,8,0,False
21038,21063,0,8,5,2,3,2,8,1,True
1574,1599,0,9,5,3,3,2,8,1,True
3073,3098,0,9,5,3,3,2,8,0,False
15312,15337,0,7,5,3,3,2,8,1,True
14162,14187,1,9,2,3,3,2,8,1,True
12225,12250,1,6,5,2,3,2,7,0,False
12677,12702,0,6,5,2,3,2,5,0,False
4326,4351,1,9,5,2,3,1,4,1,True
8702,8727,1,7,4,2,3,2,5,1,True
11025,11050,1,9,5,2,3,1,8,0,False
10659,10684,0,9,5,3,3,2,5,1,True
18720,18745,1,6,5,1,2,1,4,0,False
14380,14405,0,9,5,3,3,2,6,0,False
13799,13824,0,4,5,3,3,2,5,1,True
3304,3329,1,8,5,3,1,2,6,1,True
10746,10771,1,3,5,2,3,2,8,1,True
5056,5081,1,9,5,3,3,2,4,0,False
7759,7784,0,9,5,1,3,2,8,1,True
19565,19590,1,7,5,3,1,1,5,1,True
20209,20234,0,9,5,2,3,2,7,1,True
12550,12575,1,9,5,2,3,2,8,1,True
16031,16056,0,9,1,3,3,1,4,1,True
8317,8342,1,8,5,1,2,1,4,1,True
6081,6106,1,4,4,1,3,1,7,0,False
289,314,1,9,3,1,3,2,7,0,False
7504,7529,1,8,5,3,3,1,3,0,False
13460,13485,1,6,4,1,3,1,1,1,True
18215,18240,1,8,5,1,2,1,1,1,True
4331,4356,0,6,5,3,3,2,8,1,True
4370,4395,1,6,5,1,3,2,7,1,True
11358,11383,0,9,5,3,3,2,4,1,True
13299,13324,1,4,5,3,3,2,3,1,True
4235,4260,1,9,5,3,3,1,7,1,True
8870,8895,1,7,5,3,2,2,7,1,True
6513,6538,1,2,5,3,3,2,1,1,True
12884,12909,1,4,4,1,3,1,7,1,True
567,592,0,6,5,3,3,2,5,0,False
6556,6581,1,8,4,1,3,1,7,1,True
407,432,1,9,5,3,3,2,8,1,True
12736,12761,0,9,5,3,3,2,6,1,True
7787,7812,1,8,5,1,3,1,6,1,True
4656,4681,1,9,5,2,3,1,4,1,True
16499,16524,1,9,5,2,3,2,6,1,True
6312,6337,1,5,5,1,2,1,6,0,False
6400,6425,1,7,5,1,3,1,6,1,True
17869,17894,1,9,3,2,3,2,6,0,False
12880,12905,1,9,5,1,3,2,8,1,True
17135,17160,0,8,5,3,3,1,8,1,True
4280,4305,1,9,5,3,3,2,4,1,True
5897,5922,1,9,5,3,3,2,4,0,False
6216,6241,1,6,5,1,2,2,5,1,True
16341,16366,1,9,5,2,3,2,6,1,True
5413,5438,1,4,5,3,3,2,8,1,True
15140,15165,1,8,5,3,3,1,5,0,False
13088,13113,1,7,5,2,3,1,8,1,True
14461,14486,1,5,5,3,3,2,8,1,True
12390,12415,1,9,5,1,3,1,8,1,True
20661,20686,0,9,1,3,3,2,4,1,True
12372,12397,1,6,5,2,2,1,5,1,True
8676,8701,0,7,5,2,3,2,8,1,True
16543,16568,0,9,5,3,3,2,8,1,True
4816,4841,1,4,5,1,3,2,8,1,True
2600,2625,0,4,5,3,3,1,6,0,False
15270,15295,0,9,5,3,3,2,8,1,True
18999,19024,1,5,5,1,2,1,2,1,True
19277,19302,0,3,3,2,3,2,5,1,True
19157,19182,1,6,5,1,2,1,6,1,True
12338,12363,1,7,5,3,3,2,8,0,False
7179,7204,1,7,2,3,3,2,5,0,False
12462,12487,1,9,5,3,3,2,4,1,True
329,354,1,4,4,1,3,1,7,1,True
18646,18671,1,9,5,3,3,1,6,1,True
1954,1979,0,9,5,3,3,2,8,1,True
12451,12476,1,8,5,3,3,1,6,1,True
9046,9071,1,5,5,3,3,2,6,1,True
20789,20814,0,3,5,3,3,2,8,0,False
8626,8651,1,8,5,3,3,2,5,1,True
19298,19323,1,7,5,1,2,1,4,0,False
13973,13998,1,6,5,3,3,2,4,1,True
3,28,1,9,5,2,3,1,6,1,True
17520,17545,1,7,5,3,3,2,8,1,True
10209,10234,0,4,5,2,3,2,8,1,True
16138,16163,0,8,5,1,3,2,6,1,True
2649,2674,1,4,4,1,3,1,7,1,True
2266,2291,1,5,5,3,3,2,4,0,False
10664,10689,1,9,5,3,3,2,5,1,True
844,869,0,2,5,1,3,2,4,1,True
4284,4309,0,6,5,1,3,2,8,0,False
13804,13829,1,7,5,3,3,1,5,1,True
15667,15692,1,9,5,3,3,2,4,1,True
19111,19136,0,9,5,3,3,2,5,1,True
20310,20335,0,6,5,3,3,2,8,1,True
14750,14775,0,9,3,2,3,2,5,1,True
8037,8062,1,5,5,1,3,2,8,1,True
3865,3890,0,4,2,3,3,2,6,1,True
19885,19910,1,9,5,1,2,1,8,1,True
4433,4458,0,9,3,1,3,2,8,1,True
11741,11766,0,9,5,2,3,2,8,1,True
19563,19588,0,9,5,2,3,2,7,1,True
15621,15646,1,7,5,2,3,2,7,0,False
9890,9915,0,9,2,2,3,2,8,1,True
8666,8691,1,7,4,1,3,2,6,1,True
20611,20636,0,7,3,3,2,1,7,1,True
9400,9425,0,3,5,3,3,2,8,1,True
9265,9290,1,3,5,2,2,1,5,1,True
17941,17966,1,7,5,1,2,1,3,1,True
7468,7493,1,4,4,1,3,1,7,1,True
12569,12594,1,8,5,1,3,2,8,1,True
15731,15756,0,7,5,2,3,2,5,1,True
5541,5566,1,9,3,3,3,2,7,1,True
64,89,1,6,4,2,3,2,8,1,True
9654,9679,0,9,5,3,3,2,8,1,True
18264,18289,0,9,5,3,3,2,4,1,True
941,966,0,5,5,3,3,2,8,0,False
1047,1072,1,9,5,3,3,2,5,1,True
18421,18446,1,6,5,1,2,1,8,1,True
13068,13093,1,7,5,3,3,2,7,1,True
4083,4108,0,9,5,3,3,2,8,1,True
13214,13239,1,7,5,1,3,1,8,0,False
15657,15682,0,9,5,3,3,2,8,1,True
1643,1668,1,7,5,2,3,2,8,1,True
2656,2681,1,9,2,3,3,2,8,1,True
4022,4047,0,4,4,1,3,1,7,1,True
20817,20842,0,6,5,3,3,2,8,1,True
7844,7869,1,5,5,1,3,2,8,1,True
11383,11408,1,9,5,1,3,2,6,1,True
17697,17722,1,9,4,3,3,2,8,1,True
18625,18650,0,9,5,3,3,2,5,1,True
19490,19515,0,9,3,3,3,2,8,1,True
18947,18972,1,7,5,1,2,1,2,1,True
11232,11257,1,9,5,3,3,2,6,1,True
16948,16973,1,7,5,2,3,1,5,1,True
587,612,1,6,3,2,3,1,7,1,True
5701,5726,0,9,1,3,3,2,7,1,True
6809,6834,1,7,5,1,3,1,5,1,True
9543,9568,0,9,5,2,3,2,6,1,True
19313,19338,1,8,5,2,2,1,2,1,True
9121,9146,1,8,5,1,2,1,4,1,True
16792,16817,1,9,5,2,3,2,5,0,False
3341,3366,1,9,5,2,3,1,6,1,True
16313,16338,1,8,5,3,2,1,6,1,True
17201,17226,0,9,5,3,3,2,5,0,False
11101,11126,1,8,5,3,3,2,8,1,True
19738,19763,1,7,5,2,3,1,7,0,False
14638,14663,1,1,5,3,3,2,6,1,True
11437,11462,1,4,4,3,3,1,7,1,True
3165,3190,1,5,5,2,3,2,3,0,False
13894,13919,0,8,5,2,3,2,8,1,True
16320,16345,0,9,5,3,3,2,5,1,True
7510,7535,0,8,5,3,3,2,3,0,False
18880,18905,0,9,5,3,3,2,8,0,False
15274,15299,1,2,2,3,2,2,2,1,True
17403,17428,1,8,3,1,2,1,4,1,True
5929,5954,0,9,3,2,3,2,8,1,True
390,415,1,9,5,3,3,2,5,1,True
393,418,1,9,5,3,3,2,6,1,True
1429,1454,0,2,5,1,3,2,8,1,True
9460,9485,1,6,5,1,3,2,7,1,True
14056,14081,1,4,4,2,3,2,5,1,True
7589,7614,1,7,5,3,3,2,6,1,True
18745,18770,0,5,5,3,3,2,4,1,True
10211,10236,0,9,5,1,2,1,5,1,True
11509,11534,0,9,1,2,3,2,8,1,True
3485,3510,1,6,5,2,3,2,7,1,True
2881,2906,0,9,5,3,3,2,5,1,True
294,319,0,6,5,3,3,2,5,1,True
11887,11912,1,8,5,2,3,1,6,1,True
20370,20395,0,9,5,1,3,1,8,1,True
19678,19703,0,7,2,3,3,2,8,1,True
11055,11080,1,9,5,2,3,2,8,1,True
9314,9339,1,5,5,2,3,2,6,1,True
11386,11411,1,7,5,3,3,2,8,1,True
19216,19241,1,7,5,1,3,2,8,1,True
15869,15894,0,6,2,2,3,2,8,1,True
14050,14075,0,2,4,1,3,1,5,1,True
17609,17634,1,5,5,1,2,1,2,1,True
8318,8343,1,7,5,1,2,2,3,1,True
5984,6009,1,3,5,3,3,2,6,1,True
10805,10830,0,5,5,3,3,1,8,0,False
13840,13865,1,7,5,1,2,1,5,1,True
15587,15612,0,9,5,3,3,2,7,0,False
5315,5340,0,9,5,3,3,2,6,1,True
3482,3507,1,9,5,2,3,2,6,0,False
13108,13133,0,9,5,1,3,2,8,1,True
2503,2528,1,9,5,3,2,2,5,1,True
15022,15047,0,2,5,2,3,1,8,1,True
2483,2508,1,7,5,3,3,2,4,1,True
20048,20073,1,8,5,1,2,1,7,1,True
17506,17531,1,6,5,3,3,2,7,0,False
11020,11045,1,9,5,2,3,2,6,1,True
1090,1115,1,9,5,3,3,2,8,1,True
2984,3009,1,9,5,2,3,2,8,1,True
1896,1921,1,7,5,3,2,2,8,1,True
5587,5612,0,9,5,2,3,1,8,1,True
17341,17366,1,7,5,1,2,1,8,1,True
5243,5268,1,7,5,1,3,2,7,1,True
19687,19712,0,9,3,2,3,2,8,1,True
18274,18299,1,6,5,1,2,1,8,1,True
2110,2135,0,9,5,3,3,2,4,1,True
16844,16869,0,9,5,3,2,2,1,1,True
12185,12210,1,9,5,3,3,1,5,1,True
13227,13252,1,9,5,2,3,1,8,1,True
10740,10765,1,6,5,3,3,2,4,1,True
11238,11263,0,8,2,2,3,2,8,1,True
14902,14927,1,6,5,2,2,1,3,1,True
364,389,1,9,5,3,3,2,8,1,True
16299,16324,0,8,3,1,2,2,7,1,True
3571,3596,1,7,5,1,3,2,3,1,True
17919,17944,1,8,5,1,2,1,4,1,True
392,417,0,6,5,3,3,2,7,0,False
9243,9268,1,7,5,1,3,1,6,1,True
3171,3196,1,5,2,3,3,2,8,1,True
2071,2096,0,7,4,3,3,1,8,1,True
4312,4337,0,9,2,3,3,2,4,1,True
20855,20880,0,9,5,3,3,2,3,0,False
425,450,0,9,5,3,3,2,8,0,False
8117,8142,1,8,5,1,3,1,6,1,True
11279,11304,1,9,5,2,3,2,5,1,True
10418,10443,1,2,5,1,2,1,8,1,True
18827,18852,1,6,5,1,2,1,5,1,True
777,802,0,9,3,2,3,2,5,1,True
5571,5596,0,3,5,2,3,2,8,0,False
319,344,0,4,4,1,3,1,7,0,False
219,244,0,9,5,3,3,2,8,1,True
18285,18310,1,6,5,1,2,1,8,1,True
325,350,1,4,4,1,3,1,7,1,True
17775,17800,0,6,5,1,3,2,6,1,True
15102,15127,1,9,5,2,2,1,8,1,True
4546,4571,0,8,5,2,3,1,8,1,True
19141,19166,0,8,5,1,2,1,5,1,True
15661,15686,1,5,5,3,3,2,5,1,True
12393,12418,1,8,4,2,3,2,6,1,True
30,55,0,6,5,3,3,2,7,0,False
11945,11970,1,7,5,3,3,1,5,1,True
8952,8977,1,5,5,2,1,2,7,1,True
18826,18851,1,7,5,1,2,1,8,1,True
8014,8039,1,8,3,1,3,2,7,1,True
8278,8303,1,8,5,1,3,1,5,1,True
17516,17541,1,8,5,3,3,2,8,1,True
2325,2350,0,9,5,1,3,2,5,1,True
18430,18455,1,3,5,3,3,2,8,1,True
7036,7061,1,9,5,3,3,2,4,0,False
2981,3006,0,9,3,2,3,2,8,1,True
13441,13466,1,9,5,1,3,2,7,1,True
10128,10153,1,9,4,3,2,2,5,1,True
6408,6433,0,8,5,1,3,1,7,1,True
14968,14993,0,2,5,2,3,2,5,1,True
8281,8306,1,8,5,1,2,1,8,1,True
6482,6507,1,8,5,1,2,1,6,1,True
20778,20803,0,3,5,3,3,2,8,1,True
2830,2855,1,7,5,3,3,2,1,1,True
21017,21042,0,8,5,2,3,2,8,1,True
6795,6820,1,7,5,1,2,1,6,1,True
18263,18288,0,3,5,3,3,2,8,1,True
18941,18966,1,7,5,1,2,1,6,1,True
10821,10846,1,9,5,2,3,1,5,1,True
10542,10567,1,9,3,2,3,2,5,1,True
15306,15331,1,9,5,1,3,2,5,0,False
7817,7842,1,5,5,3,3,2,8,1,True
7854,7879,1,3,5,3,3,2,6,1,True
8205,8230,1,8,5,3,2,1,6,1,True
17075,17100,1,7,5,1,2,1,7,1,True
11995,12020,1,9,5,3,3,2,1,1,True
15116,15141,0,9,5,3,3,2,4,1,True
11681,11706,1,7,5,2,3,1,8,1,True
2569,2594,1,5,5,3,3,2,8,1,True
7501,7526,1,7,4,1,3,1,8,1,True
3417,3442,0,9,5,3,3,2,5,0,False
8967,8992,1,9,4,2,1,1,8,1,True
12817,12842,1,9,5,3,3,1,8,0,False
5872,5897,0,9,5,3,3,2,6,1,True
168,193,0,9,2,3,3,2,8,1,True
424,449,1,9,5,3,3,2,8,0,False
18740,18765,1,7,5,3,3,2,8,1,True
8897,8922,1,6,3,2,3,2,7,1,True
14429,14454,0,3,5,2,3,2,5,0,False
19521,19546,1,9,5,3,3,2,4,1,True
14863,14888,0,8,5,2,3,2,6,0,False
3271,3296,1,9,5,3,3,2,6,1,True
11501,11526,1,9,5,2,3,2,6,0,False
13769,13794,1,8,5,1,1,2,7,1,True
15937,15962,0,9,5,2,3,2,8,1,True
11766,11791,1,8,5,3,3,2,8,0,False
18225,18250,1,7,3,1,2,1,8,1,True
2165,2190,1,4,4,1,3,1,7,1,True
20599,20624,0,3,5,3,3,2,2,0,False
12051,12076,1,6,5,2,3,1,5,1,True
1059,1084,0,4,5,2,3,2,8,1,True
13101,13126,0,9,5,2,3,1,5,1,True
10527,10552,1,7,4,2,3,1,8,1,True
20821,20846,1,9,5,2,3,2,8,0,False
14611,14636,1,3,5,2,3,2,8,1,True
4867,4892,1,9,5,3,3,2,6,1,True
4480,4505,0,9,5,2,3,2,8,1,True
12651,12676,0,9,5,1,3,2,8,0,False
9115,9140,1,7,5,1,3,1,4,0,False
15144,15169,1,9,5,3,2,1,8,1,True
430,455,0,9,5,3,3,2,7,1,True
19562,19587,1,7,5,1,3,2,6,1,True
1723,1748,1,5,5,2,1,2,6,1,True
14964,14989,0,7,5,3,2,1,6,0,False
12336,12361,1,8,5,1,3,1,7,0,False
17401,17426,0,8,2,1,2,1,2,1,True
1973,1998,0,2,5,2,3,2,6,1,True
13315,13340,1,9,5,3,3,2,8,1,True
2220,2245,0,9,4,2,3,1,5,0,False
10388,10413,0,9,5,3,3,2,8,1,True
4768,4793,0,9,5,3,3,2,8,0,False
8523,8548,1,9,4,2,3,2,6,1,True
14800,14825,0,9,5,3,3,2,8,1,True
11302,11327,1,6,5,2,3,2,6,1,True
5723,5748,1,8,5,1,3,1,7,1,True
19845,19870,1,2,5,3,2,1,6,1,True
71,96,1,8,5,2,3,2,6,1,True
19121,19146,1,7,5,1,3,2,8,0,False
19204,19229,1,6,5,1,2,1,2,1,True
15740,15765,0,7,5,2,3,2,7,1,True
8775,8800,1,9,5,2,3,1,8,1,True
14455,14480,0,9,5,2,3,2,8,0,False
3543,3568,1,9,5,3,3,2,4,0,False
3370,3395,1,9,5,2,3,2,7,1,True
16567,16592,1,5,5,2,2,1,8,1,True
719,744,1,9,5,1,3,1,8,1,True
9235,9260,1,9,5,2,3,2,5,1,True
16424,16449,1,7,5,2,2,1,8,0,False
13713,13738,0,8,5,1,3,2,7,1,True
5033,5058,1,9,1,2,3,2,6,1,True
17957,17982,1,7,3,1,2,1,8,1,True
3458,3483,1,9,4,2,3,2,6,1,True
16188,16213,1,9,3,3,2,1,8,1,True
2883,2908,0,9,5,3,3,2,5,1,True
3343,3368,1,9,5,3,3,2,8,1,True
17503,17528,1,7,3,1,2,1,8,0,False
13412,13437,1,7,5,2,3,1,8,1,True
1541,1566,0,9,5,3,3,2,6,1,True
10651,10676,1,9,5,3,3,2,8,1,True
20241,20266,1,7,5,1,3,1,8,1,True
8895,8920,1,3,3,2,3,1,7,1,True
17714,17739,1,6,5,1,2,1,6,1,True
17851,17876,1,7,5,1,2,1,7,1,True
14810,14835,1,9,5,2,3,2,7,0,False
6940,6965,1,8,5,3,3,2,8,1,True
18341,18366,1,8,5,1,3,2,3,1,True
7407,7432,1,4,4,1,3,1,7,1,True
1588,1613,1,5,5,3,3,2,6,1,True
20024,20049,1,9,5,1,2,1,8,1,True
6878,6903,1,4,4,1,3,1,7,1,True
1800,1825,0,2,5,1,3,2,8,1,True
2561,2586,1,3,5,3,3,2,4,1,True
11881,11906,1,4,4,1,3,1,7,1,True
16925,16950,1,5,5,3,3,2,5,0,False
558,583,1,6,5,3,3,2,6,0,False
20432,20457,1,9,5,2,3,2,7,1,True
20363,20388,0,6,3,1,2,1,8,1,True
7450,7475,0,9,5,2,3,2,5,1,True
9159,9184,1,9,5,2,3,2,8,1,True
19603,19628,1,9,5,3,3,2,8,1,True
17803,17828,0,8,5,1,2,1,8,1,True
1763,1788,0,4,4,1,3,1,7,1,True
11769,11794,1,9,4,2,3,2,7,1,True
19460,19485,1,9,5,3,3,2,3,0,False
983,1008,0,9,5,2,3,1,5,1,True
7742,7767,1,7,5,1,3,2,8,0,False
20442,20467,1,7,5,1,1,1,4,1,True
13668,13693,0,7,5,1,3,2,8,1,True
20809,20834,1,9,5,2,3,2,8,1,True
8798,8823,0,8,5,2,3,2,7,1,True
19258,19283,0,8,5,1,3,2,5,0,False
18187,18212,1,9,5,2,3,2,8,1,True
7823,7848,1,9,5,3,3,2,8,1,True
13961,13986,1,8,4,2,3,2,5,0,False
13677,13702,0,7,3,1,3,2,8,1,True
17620,17645,1,7,5,1,2,1,4,1,True
15702,15727,0,9,3,3,3,2,8,1,True
19153,19178,1,8,2,1,2,1,8,1,True
4237,4262,1,2,3,1,3,2,7,1,True
15735,15760,0,9,4,2,3,2,8,1,True
12652,12677,1,6,5,1,3,2,6,1,True
7384,7409,1,8,3,1,2,1,7,0,False
17923,17948,1,9,5,2,3,2,5,1,True
14020,14045,1,4,4,1,3,1,7,1,True
6276,6301,1,5,5,1,1,1,6,1,True
1101,1126,1,7,5,1,3,2,8,1,True
19870,19895,1,8,3,2,3,2,8,1,True
4999,5024,1,8,4,1,3,2,8,1,True
20508,20533,0,7,3,3,2,1,5,1,True
7755,7780,1,5,5,3,3,2,7,1,True
5681,5706,1,7,5,1,3,2,5,1,True
4180,4205,1,7,5,1,3,2,8,1,True
1556,1581,1,9,5,2,3,2,8,1,True
3541,3566,1,5,4,1,3,1,7,1,True
8173,8198,1,4,4,1,3,1,7,1,True
2949,2974,1,6,3,1,3,2,8,0,False
11054,11079,1,4,4,1,3,1,7,1,True
10394,10419,0,9,5,2,3,2,8,1,True
11276,11301,1,9,5,3,3,2,6,1,True
13527,13552,1,6,5,1,3,2,5,0,False
8179,8204,1,5,5,1,2,1,4,1,True
18666,18691,1,5,5,1,2,1,2,1,True
16604,16629,1,7,5,1,3,1,5,1,True
21074,21099,1,9,5,3,3,2,6,1,True
15547,15572,1,5,5,2,3,2,8,1,True
7125,7150,1,8,5,2,3,2,8,1,True
19058,19083,1,9,3,1,2,1,7,0,False
18321,18346,1,6,5,3,3,2,8,1,True
4350,4375,1,7,5,3,3,2,5,1,True
19486,19511,0,9,5,3,2,2,8,1,True
2029,2054,1,9,5,3,3,2,6,1,True
8345,8370,1,7,5,1,3,1,8,1,True
16571,16596,1,8,3,2,1,1,8,1,True
4304,4329,0,9,5,2,3,1,6,1,True
10031,10056,1,9,5,3,3,2,4,1,True
5261,5286,0,9,5,3,3,2,6,1,True
16545,16570,1,6,3,2,2,1,6,1,True
20991,21016,1,9,5,3,3,2,8,0,False
10994,11019,0,5,5,3,3,1,5,0,False
3672,3697,0,7,5,1,3,2,6,1,True
5910,5935,1,9,5,3,3,2,5,0,False
7846,7871,1,6,5,2,3,2,5,1,True
7792,7817,1,7,5,1,2,1,5,1,True
7256,7281,1,8,5,3,3,2,4,1,True
10676,10701,1,9,5,2,3,2,8,1,True
13712,13737,1,6,5,1,3,2,5,1,True
9195,9220,1,5,5,1,1,1,4,1,True
3762,3787,1,4,4,1,3,1,7,1,True
6811,6836,1,7,5,1,2,1,8,1,True
10920,10945,1,7,5,2,3,1,8,1,True
16265,16290,0,6,5,2,3,1,6,0,False
18469,18494,1,9,5,3,3,2,6,0,False
19818,19843,0,9,5,3,3,2,8,1,True
13476,13501,1,6,5,3,3,1,6,0,False
7908,7933,1,7,5,1,3,2,6,1,True
10274,10299,1,7,5,2,3,2,7,0,False
19786,19811,1,7,5,1,3,2,6,1,True
9427,9452,0,4,5,1,3,2,7,1,True
1557,1582,1,9,4,2,3,2,7,1,True
18241,18266,1,8,5,1,2,1,3,1,True
15161,15186,0,3,5,2,2,1,6,0,False
1363,1388,1,2,5,1,3,2,8,1,True
14584,14609,0,9,5,2,3,2,8,1,True
1591,1616,0,9,5,3,3,1,8,1,True
20309,20334,1,8,5,3,2,1,5,1,True
18592,18617,1,5,5,1,2,1,8,0,False
3767,3792,1,4,4,1,3,1,7,1,True
11999,12024,1,9,5,2,3,2,8,1,True
10561,10586,1,6,5,3,3,2,8,0,False
13083,13108,1,6,5,1,3,2,5,1,True
4379,4404,0,9,5,2,3,1,8,0,False
17035,17060,1,7,5,3,2,1,7,1,True
20613,20638,1,3,5,2,3,2,8,1,True
18498,18523,1,7,5,1,3,2,8,1,True
15891,15916,0,9,5,2,3,2,8,1,True
1099,1124,1,3,5,1,3,2,8,1,True
2426,2451,0,9,5,2,3,2,5,0,False
5865,5890,0,9,5,3,3,2,8,0,False
17385,17410,1,6,5,1,2,1,6,1,True
4910,4935,0,8,5,1,3,2,3,1,True
1240,1265,1,3,5,3,3,2,7,1,True
4038,4063,1,4,4,1,3,1,7,1,True
20836,20861,0,9,5,3,3,2,8,0,False
8830,8855,0,5,4,2,3,2,7,1,True
13752,13777,1,2,3,1,1,2,8,1,True
15635,15660,1,7,5,3,3,2,8,1,True
18346,18371,1,4,5,2,3,2,8,1,True
8588,8613,1,9,5,2,3,2,8,0,False
15391,15416,0,9,5,3,3,2,4,0,False
7219,7244,1,8,5,1,3,1,8,1,True
5980,6005,1,9,3,2,3,2,8,1,True
2468,2493,0,9,5,3,3,2,8,0,False
8106,8131,1,8,5,1,3,1,7,1,True
9795,9820,1,7,5,2,3,2,8,1,True
12711,12736,1,8,4,2,2,1,7,1,True
14682,14707,1,9,5,2,3,2,5,1,True
20453,20478,0,3,5,3,3,2,8,1,True
20640,20665,0,7,3,3,2,1,5,1,True
14931,14956,1,9,2,1,3,2,7,0,False
7984,8009,1,8,5,1,3,1,6,0,False
13658,13683,1,7,4,1,3,2,6,0,False
11757,11782,1,6,5,2,3,2,5,1,True
8158,8183,1,7,5,1,3,1,8,1,True
15697,15722,1,9,5,3,3,2,6,1,True
