,Unnamed: 0,Genero,EstadoCivil,NivelEstudios,TipoContratacion,TipoPersonal,TipoJornada,Rotacion,ExperienciaActual,Categoria_Num
7976,7976,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,5A9A,1
14966,14966,Femenino,Soltero,Secundaria,tiempoindeterminado,ninguno,mixto,SI,5A9A,1
7802,7802,Femenino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1
11782,11782,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,1
6270,6270,Masculino,Casado,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
6757,6757,Femenino,Soltero,Maestria,tiempoindeterminado,ninguno,diurno,NO,1A4A,0
14780,14780,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
13351,13351,Masculino,Casado,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,5A9A,1
18760,18760,Masculino,Casado,TecnicoSuperior,tiempodeterminado,sindicalizado,mixto,SI,Menos6M,1
11913,11913,Masculino,Casado,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1
18518,18518,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0
16626,16626,Masculino,Casado,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
8195,8195,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,5A9A,1
18802,18802,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,1
3068,3068,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
12365,12365,Femenino,UnionLibre,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,1A4A,1
9445,9445,Femenino,Soltero,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,1
5022,5022,Masculino,Casado,Maestria,tiempoindeterminado,confianza,diurno,NO,Mas25A,1
20676,20676,Femenino,Casado,Secundaria,tiempodeterminado,confianza,mixto,SI,Menos6M,0
13085,13085,Masculino,Soltero,Secundaria,tiempoindeterminado,confianza,diurno,NO,5A9A,0
8590,8590,Femenino,Soltero,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
19613,19613,Femenino,Soltero,Maestria,honorarios,confianza,diurno,NO,1A4A,1
8870,8870,Masculino,Soltero,Preparatoria,tiempoindeterminado,confianza,mixto,NO,Menos6M,1
9838,9838,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
20690,20690,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,0
4400,4400,Femenino,Soltero,Licenciatura,porObraoProyecto,confianza,diurno,SI,1A4A,1
2503,2503,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,mixto,NO,6M1A,1
16683,16683,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,confianza,nocturno,NO,10A14A,1
20537,20537,Masculino,Soltero,Preparatoria,tiempodeterminado,confianza,mixto,SI,6M1A,1
9042,9042,Masculino,Soltero,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,1
17870,17870,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,15A19A,1
6298,6298,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
7341,7341,Femenino,Soltero,Bachillerato,tiempoindeterminado,confianza,diurno,NO,6M1A,1
6271,6271,Masculino,Soltero,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1
2237,2237,Masculino,UnionLibre,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1
19880,19880,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,0
8757,8757,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1
13010,13010,Femenino,Soltero,Preparatoria,tiempoindeterminado,confianza,diurno,SI,1A4A,1
19954,19954,Femenino,Soltero,Preparatoria,tiempoindeterminado,ninguno,mixto,SI,Menos6M,1
257,257,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,SI,6M1A,0
16636,16636,Masculino,Casado,Secundaria,tiempoindeterminado,confianza,diurno,NO,5A9A,1
14668,14668,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,nocturno,NO,1A4A,0
4045,4045,Femenino,Soltero,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,1
20623,20623,Femenino,Soltero,Bachillerato,tiempodeterminado,confianza,mixto,SI,Menos6M,0
12255,12255,Masculino,Casado,Primaria,tiempoindeterminado,sindicalizado,diurno,NO,15A19A,1
2946,2946,Femenino,Soltero,Maestria,tiempoindeterminado,confianza,diurno,NO,10A14A,0
5525,5525,Masculino,Casado,Licenciatura,honorarios,confianza,diurno,NO,5A9A,1
15682,15682,Masculino,Casado,Licenciatura,tiempodeterminado,confianza,mixto,SI,5A9A,1
13557,13557,Femenino,Casado,Primaria,tiempodeterminado,ninguno,diurno,NO,Menos6M,1
17367,17367,Femenino,UnionLibre,Maestria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
6056,6056,Masculino,Soltero,Preparatoria,tiempoindeterminado,ninguno,diurno,SI,1A4A,1
8100,8100,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
9831,9831,Masculino,Casado,Maestria,tiempoindeterminado,confianza,diurno,NO,20A24A,0
1743,1743,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
17584,17584,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,0
7891,7891,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,SI,10A14A,1
15162,15162,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,1
11627,11627,Masculino,UnionLibre,Licenciatura,porObraoProyecto,ninguno,diurno,SI,Menos6M,1
9560,9560,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
5236,5236,Masculino,UnionLibre,Doctorado,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
12051,12051,Masculino,UnionLibre,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,6M1A,1
16564,16564,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
15219,15219,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,20A24A,0
18412,18412,Masculino,UnionLibre,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,Menos6M,1
15664,15664,Masculino,Soltero,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,5A9A,1
14938,14938,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,confianza,mixto,SI,5A9A,1
5516,5516,Masculino,Soltero,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
19450,19450,Masculino,Casado,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,20A24A,1
10466,10466,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
17950,17950,Masculino,Casado,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,Mas25A,1
10280,10280,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,1
15529,15529,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
10818,10818,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
14974,14974,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,mixto,SI,6M1A,1
15895,15895,Femenino,Soltero,Preparatoria,tiempodeterminado,ninguno,diurno,NO,1A4A,1
8765,8765,Femenino,Soltero,Preparatoria,tiempodeterminado,ninguno,diurno,NO,Menos6M,1
16374,16374,Masculino,Soltero,TecnicoSuperior,tiempoindeterminado,ninguno,mixto,SI,1A4A,1
15051,15051,Femenino,Soltero,Preparatoria,tiempoindeterminado,ninguno,diurno,SI,6M1A,1
2796,2796,Masculino,Soltero,Licenciatura,porObraoProyecto,ninguno,diurno,NO,1A4A,1
7676,7676,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,6M1A,0
103,103,Femenino,Casado,Preparatoria,tiempodeterminado,confianza,diurno,NO,1A4A,1
12216,12216,Masculino,Casado,Bachillerato,tiempoindeterminado,confianza,diurno,SI,1A4A,1
16741,16741,Femenino,Soltero,Licenciatura,porObraoProyecto,ninguno,diurno,NO,Menos6M,0
6544,6544,Masculino,UnionLibre,Licenciatura,tiempoindeterminado,sindicalizado,mixto,SI,Menos6M,1
15981,15981,Masculino,Casado,Bachillerato,otro,ninguno,diurno,NO,Menos6M,1
8513,8513,Masculino,Casado,TecnicoSuperior,otro,sindicalizado,diurno,SI,10A14A,1
10365,10365,Femenino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
11148,11148,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,15A19A,1
10560,10560,Femenino,Divorciado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
9236,9236,Masculino,Casado,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
6281,6281,Masculino,UnionLibre,TecnicoSuperior,tiempoindeterminado,sindicalizado,nocturno,SI,1A4A,1
16487,16487,Masculino,UnionLibre,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
4688,4688,Masculino,UnionLibre,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,0
18932,18932,Masculino,Soltero,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,Menos6M,0
12630,12630,Masculino,Casado,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
17991,17991,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,0
18067,18067,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
15831,15831,Masculino,Soltero,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,0
2703,2703,Masculino,Casado,Preparatoria,porObraoProyecto,confianza,diurno,NO,1A4A,1
5960,5960,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
12042,12042,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,0
11466,11466,Femenino,UnionLibre,Preparatoria,tiempoindeterminado,confianza,diurno,NO,6M1A,0
2595,2595,Masculino,Soltero,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,0
12239,12239,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,1A4A,1
12078,12078,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0
20304,20304,Masculino,Casado,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,6M1A,0
18206,18206,Masculino,UnionLibre,TecnicoSuperior,tiempodeterminado,sindicalizado,mixto,SI,Menos6M,1
12968,12968,Masculino,Casado,SinFormacion,porObraoProyecto,ninguno,diurno,NO,1A4A,1
57,57,Femenino,Soltero,Maestria,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,1
12759,12759,Masculino,Casado,Secundaria,porObraoProyecto,confianza,diurno,SI,Menos6M,1
8145,8145,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1
15321,15321,Femenino,Viudo,Primaria,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
3128,3128,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,0
7861,7861,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,1
11963,11963,Femenino,UnionLibre,Licenciatura,porObraoProyecto,ninguno,diurno,NO,Menos6M,1
10864,10864,Masculino,UnionLibre,Primaria,tiempoindeterminado,ninguno,diurno,NO,6M1A,0
2617,2617,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,0
5505,5505,Femenino,Soltero,Licenciatura,otro,confianza,diurno,NO,5A9A,1
14323,14323,Masculino,Casado,Licenciatura,porObraoProyecto,confianza,diurno,NO,6M1A,1
5549,5549,Femenino,UnionLibre,Primaria,tiempoindeterminado,confianza,diurno,SI,1A4A,0
5749,5749,Masculino,UnionLibre,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,5A9A,1
2301,2301,Femenino,Casado,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
13222,13222,Masculino,Soltero,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,1
20124,20124,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,mixto,SI,Menos6M,1
379,379,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
2616,2616,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
8170,8170,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,1
13661,13661,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,1
20208,20208,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
4518,4518,Masculino,Soltero,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1
13347,13347,Masculino,Soltero,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
4771,4771,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
4034,4034,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0
7729,7729,Masculino,Casado,Bachillerato,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,1
12483,12483,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
12587,12587,Masculino,Casado,Preparatoria,tiempoindeterminado,confianza,diurno,NO,6M1A,1
18089,18089,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,20A24A,1
11147,11147,Femenino,Divorciado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
12293,12293,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,6M1A,0
8178,8178,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,1
11183,11183,Masculino,Casado,Secundaria,tiempoindeterminado,ninguno,diurno,NO,1A4A,0
16195,16195,Femenino,Casado,Primaria,tiempodeterminado,ninguno,nocturno,NO,Menos6M,1
12663,12663,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
6218,6218,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1
12708,12708,Femenino,Casado,Secundaria,tiempoindeterminado,ninguno,diurno,NO,10A14A,0
5106,5106,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
6186,6186,Masculino,Soltero,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,5A9A,0
20201,20201,Masculino,UnionLibre,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
17202,17202,Masculino,Casado,Secundaria,tiempoindeterminado,confianza,mixto,NO,10A14A,0
8797,8797,Masculino,UnionLibre,TecnicoSuperior,porObraoProyecto,ninguno,diurno,NO,Menos6M,1
16440,16440,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
7834,7834,Femenino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,1
3710,3710,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
12793,12793,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
18417,18417,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,0
5934,5934,Masculino,Soltero,SinFormacion,tiempoindeterminado,confianza,diurno,NO,1A4A,1
9868,9868,Masculino,Soltero,Maestria,porObraoProyecto,confianza,diurno,NO,1A4A,1
5548,5548,Femenino,Soltero,Preparatoria,tiempoindeterminado,confianza,diurno,NO,5A9A,1
16330,16330,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
2518,2518,Masculino,UnionLibre,Bachillerato,honorarios,ninguno,nocturno,SI,Menos6M,1
18782,18782,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,1
10137,10137,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,1
467,467,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
17140,17140,Masculino,Soltero,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
13554,13554,Masculino,Casado,Preparatoria,tiempoindeterminado,ninguno,mixto,SI,Menos6M,0
15139,15139,Masculino,UnionLibre,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,1
4296,4296,Femenino,Casado,Secundaria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
20053,20053,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
17954,17954,Masculino,Soltero,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
6045,6045,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,nocturno,NO,1A4A,1
13542,13542,Masculino,Divorciado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,1
15170,15170,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,5A9A,1
16222,16222,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,SI,5A9A,1
14307,14307,Femenino,Casado,Maestria,tiempoindeterminado,confianza,diurno,NO,Menos6M,1
15622,15622,Femenino,Soltero,Preparatoria,tiempoindeterminado,confianza,mixto,NO,6M1A,0
13884,13884,Masculino,Casado,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
4914,4914,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,1
18413,18413,Masculino,UnionLibre,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
9382,9382,Femenino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
16136,16136,Femenino,Soltero,Secundaria,tiempoindeterminado,sindicalizado,nocturno,NO,Menos6M,1
17817,17817,Masculino,UnionLibre,Secundaria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
4699,4699,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,1
7563,7563,Masculino,UnionLibre,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,6M1A,1
3948,3948,Femenino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0
3806,3806,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
10424,10424,Masculino,Soltero,SinFormacion,tiempoindeterminado,confianza,diurno,SI,1A4A,1
13980,13980,Masculino,Soltero,Preparatoria,porObraoProyecto,ninguno,mixto,SI,Menos6M,1
3,3,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,5A9A,0
2028,2028,Masculino,Soltero,Licenciatura,tiempodeterminado,ninguno,diurno,NO,6M1A,1
7515,7515,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
5598,5598,Masculino,Casado,Secundaria,tiempoindeterminado,confianza,diurno,NO,5A9A,0
13976,13976,Masculino,Casado,SinFormacion,otro,ninguno,mixto,SI,Menos6M,1
11327,11327,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,SI,5A9A,1
11292,11292,Masculino,UnionLibre,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
1732,1732,Masculino,Divorciado,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,10A14A,1
9745,9745,Masculino,Soltero,Bachillerato,tiempoindeterminado,confianza,diurno,NO,10A14A,1
11573,11573,Femenino,UnionLibre,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1
2392,2392,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,SI,Menos6M,0
5550,5550,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,15A19A,1
5943,5943,Masculino,Soltero,Maestria,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
3474,3474,Femenino,Soltero,Preparatoria,tiempoindeterminado,confianza,diurno,NO,6M1A,0
17854,17854,Masculino,Casado,Bachillerato,tiempoindeterminado,sindicalizado,diurno,SI,15A19A,1
6958,6958,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,confianza,diurno,SI,Menos6M,0
6091,6091,Masculino,Soltero,Preparatoria,porObraoProyecto,sindicalizado,diurno,SI,1A4A,1
20448,20448,Femenino,Divorciado,Licenciatura,tiempodeterminado,confianza,diurno,NO,6M1A,0
16457,16457,Masculino,Casado,Maestria,tiempoindeterminado,confianza,diurno,NO,10A14A,1
16069,16069,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
10044,10044,Masculino,Casado,Licenciatura,tiempoindeterminado,sindicalizado,mixto,NO,5A9A,1
5597,5597,Masculino,Soltero,Secundaria,porObraoProyecto,ninguno,diurno,SI,1A4A,1
15545,15545,Masculino,Soltero,Preparatoria,tiempoindeterminado,confianza,mixto,NO,6M1A,1
11076,11076,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
42,42,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,10A14A,1
13993,13993,Masculino,Casado,Licenciatura,otro,confianza,diurno,NO,15A19A,0
9507,9507,Masculino,Soltero,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,1
15948,15948,Femenino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1
21079,21079,Masculino,Soltero,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,0
795,795,Femenino,Soltero,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
5304,5304,Femenino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
3910,3910,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,mixto,NO,15A19A,1
15958,15958,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
13496,13496,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,1
3200,3200,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
15351,15351,Femenino,Soltero,Secundaria,tiempodeterminado,ninguno,diurno,NO,1A4A,1
17890,17890,Masculino,UnionLibre,Preparatoria,tiempodeterminado,sindicalizado,mixto,SI,Menos6M,1
7304,7304,Femenino,Casado,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,1
17395,17395,Femenino,Casado,Secundaria,tiempoindeterminado,confianza,diurno,SI,1A4A,1
11527,11527,Masculino,Casado,SinFormacion,porObraoProyecto,ninguno,mixto,SI,1A4A,1
15687,15687,Masculino,Soltero,Preparatoria,tiempoindeterminado,confianza,diurno,NO,6M1A,1
12715,12715,Masculino,Casado,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,0
9773,9773,Femenino,Soltero,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
10388,10388,Femenino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
12128,12128,Femenino,Soltero,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
407,407,Masculino,Divorciado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0
12463,12463,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,1
46,46,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,mixto,NO,15A19A,0
20917,20917,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
6504,6504,Masculino,Soltero,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
18496,18496,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,1
3860,3860,Masculino,Casado,Secundaria,tiempoindeterminado,confianza,mixto,SI,5A9A,1
13889,13889,Femenino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,1
4696,4696,Masculino,Casado,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
18212,18212,Masculino,Casado,Secundaria,tiempoindeterminado,ninguno,mixto,SI,1A4A,1
7030,7030,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
12268,12268,Masculino,Soltero,Bachillerato,tiempoindeterminado,confianza,diurno,NO,5A9A,1
3265,3265,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
20711,20711,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,0
16658,16658,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,SI,5A9A,1
19328,19328,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,0
15388,15388,Masculino,UnionLibre,Preparatoria,otro,ninguno,mixto,SI,Menos6M,1
14900,14900,Femenino,Soltero,Bachillerato,tiempoindeterminado,confianza,diurno,NO,5A9A,1
3638,3638,Femenino,Soltero,Licenciatura,otro,ninguno,diurno,NO,5A9A,1
9199,9199,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,nocturno,SI,5A9A,1
17478,17478,Femenino,Soltero,Bachillerato,tiempoindeterminado,confianza,diurno,NO,Menos6M,1
12215,12215,Masculino,Casado,Preparatoria,tiempoindeterminado,ninguno,diurno,SI,1A4A,1
8393,8393,Masculino,Divorciado,Secundaria,tiempoindeterminado,sindicalizado,nocturno,SI,6M1A,1
15336,15336,Masculino,UnionLibre,Primaria,tiempoindeterminado,confianza,diurno,SI,5A9A,1
14158,14158,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1
14819,14819,Femenino,Casado,Licenciatura,tiempodeterminado,confianza,diurno,NO,6M1A,0
15808,15808,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,mixto,NO,1A4A,1
12004,12004,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,1
12011,12011,Femenino,Soltero,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,0
16343,16343,Femenino,UnionLibre,Secundaria,tiempodeterminado,ninguno,nocturno,NO,6M1A,1
6689,6689,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1
19946,19946,Femenino,Soltero,Secundaria,tiempodeterminado,ninguno,diurno,NO,Menos6M,0
18239,18239,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1
14152,14152,Masculino,UnionLibre,Secundaria,tiempoindeterminado,ninguno,diurno,NO,6M1A,0
2319,2319,Masculino,Soltero,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
19098,19098,Masculino,Casado,Licenciatura,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1
8466,8466,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,0
