,Unnamed: 0,Genero,EstadoCivil,NivelEstudios,TipoContratacion,TipoPersonal,TipoJornada,Rotacion,ExperienciaActual,Categoria_Num
2388,2388,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
13020,13020,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,10A14A,1
17617,17617,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1
16601,16601,Masculino,Soltero,Preparatoria,tiempodeterminado,ninguno,mixto,SI,6M1A,1
2265,2265,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,SI,5A9A,1
20181,20181,Masculino,Casado,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
2247,2247,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0
12362,12362,Masculino,Soltero,Secundaria,tiempoindeterminado,ninguno,diurno,SI,1A4A,1
15123,15123,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
20199,20199,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,confianza,mixto,NO,1A4A,1
7801,7801,Masculino,Soltero,Licenciatura,porObraoProyecto,confianza,diurno,NO,Menos6M,1
12934,12934,Femenino,Soltero,Preparatoria,otro,sindicalizado,diurno,NO,5A9A,1
8807,8807,Masculino,Soltero,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
1807,1807,Masculino,UnionLibre,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
7217,7217,Femenino,Soltero,Secundaria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,0
4104,4104,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,Menos6M,1
8010,8010,Femenino,Casado,Preparatoria,tiempoindeterminado,confianza,nocturno,SI,1A4A,1
1827,1827,Masculino,Casado,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,10A14A,0
9102,9102,Masculino,Soltero,SinFormacion,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1
15269,15269,Masculino,Soltero,Secundaria,tiempoindeterminado,ninguno,diurno,NO,1A4A,0
14242,14242,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,0
6959,6959,Masculino,Soltero,Secundaria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
6706,6706,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,1
18246,18246,Masculino,Soltero,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
6061,6061,Femenino,Soltero,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
16963,16963,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,20A24A,0
9303,9303,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,mixto,NO,1A4A,1
11096,11096,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
12612,12612,Masculino,UnionLibre,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1
1371,1371,Masculino,Soltero,Licenciatura,tiempodeterminado,sindicalizado,diurno,NO,Menos6M,1
9566,9566,Masculino,Soltero,Bachillerato,porObraoProyecto,ninguno,diurno,NO,6M1A,1
7747,7747,Masculino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,diurno,NO,15A19A,1
12482,12482,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,1
9298,9298,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
18543,18543,Masculino,Casado,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,Mas25A,1
19649,19649,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
14317,14317,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,0
5437,5437,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,1A4A,0
15940,15940,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
11114,11114,Masculino,Soltero,SinFormacion,tiempoindeterminado,ninguno,diurno,SI,1A4A,1
4877,4877,Masculino,Divorciado,Licenciatura,tiempodeterminado,sindicalizado,mixto,SI,Menos6M,0
11135,11135,Femenino,Divorciado,Preparatoria,tiempodeterminado,confianza,diurno,NO,Menos6M,1
20293,20293,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,1
14538,14538,Masculino,Soltero,Licenciatura,porObraoProyecto,ninguno,diurno,NO,1A4A,1
1393,1393,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,1
20979,20979,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
2480,2480,Masculino,Casado,Licenciatura,porObraoProyecto,sindicalizado,diurno,SI,1A4A,1
2694,2694,Femenino,Casado,Licenciatura,tiempodeterminado,confianza,diurno,NO,15A19A,0
12026,12026,Masculino,Soltero,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,SI,1A4A,1
13616,13616,Femenino,Soltero,Preparatoria,tiempodeterminado,ninguno,nocturno,NO,Menos6M,0
1503,1503,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
17878,17878,Masculino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,1
843,843,Femenino,UnionLibre,Licenciatura,tiempodeterminado,confianza,diurno,NO,Menos6M,1
20280,20280,Masculino,UnionLibre,Secundaria,tiempoindeterminado,confianza,diurno,SI,1A4A,0
11909,11909,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
8109,8109,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,1
13484,13484,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1
6612,6612,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
13421,13421,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
18921,18921,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,0
5975,5975,Femenino,Divorciado,Preparatoria,tiempoindeterminado,confianza,diurno,NO,20A24A,1
2812,2812,Femenino,Soltero,Licenciatura,otro,ninguno,diurno,NO,Menos6M,1
8094,8094,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
2842,2842,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1
8256,8256,Femenino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,nocturno,SI,Menos6M,1
20281,20281,Masculino,Casado,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,1
11212,11212,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
11896,11896,Masculino,Soltero,Licenciatura,porObraoProyecto,ninguno,mixto,SI,1A4A,1
9887,9887,Masculino,Soltero,Secundaria,porObraoProyecto,sindicalizado,mixto,SI,5A9A,1
15315,15315,Masculino,Casado,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
5115,5115,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,mixto,SI,1A4A,0
10107,10107,Femenino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1
6332,6332,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,mixto,SI,1A4A,1
13820,13820,Masculino,Casado,Secundaria,tiempoindeterminado,ninguno,diurno,SI,6M1A,0
16414,16414,Masculino,UnionLibre,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
17314,17314,Masculino,UnionLibre,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
13014,13014,Masculino,Soltero,Preparatoria,tiempoindeterminado,ninguno,diurno,SI,6M1A,1
19542,19542,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,1
19590,19590,Masculino,Casado,Preparatoria,tiempoindeterminado,confianza,diurno,NO,5A9A,1
5893,5893,Masculino,Soltero,Licenciatura,tiempodeterminado,confianza,diurno,NO,6M1A,1
20118,20118,Masculino,Casado,Secundaria,tiempoindeterminado,confianza,diurno,NO,1A4A,0
11482,11482,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,1
20630,20630,Femenino,Soltero,Preparatoria,tiempodeterminado,confianza,mixto,SI,Menos6M,0
7149,7149,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,1
15590,15590,Masculino,Casado,Secundaria,tiempoindeterminado,ninguno,diurno,NO,1A4A,0
17458,17458,Masculino,Soltero,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
15293,15293,Femenino,Casado,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,0
13710,13710,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,1
911,911,Femenino,Soltero,Bachillerato,porObraoProyecto,ninguno,diurno,NO,1A4A,1
4343,4343,Masculino,Casado,Licenciatura,honorarios,confianza,diurno,NO,5A9A,1
17195,17195,Masculino,Soltero,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
16573,16573,Masculino,Soltero,Preparatoria,tiempoindeterminado,ninguno,mixto,NO,1A4A,1
3820,3820,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
20663,20663,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0
14940,14940,Masculino,Casado,Secundaria,tiempoindeterminado,confianza,mixto,SI,5A9A,1
10277,10277,Masculino,Divorciado,Preparatoria,tiempoindeterminado,confianza,diurno,NO,5A9A,0
19772,19772,Masculino,Casado,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
5948,5948,Masculino,Casado,Secundaria,tiempoindeterminado,confianza,diurno,NO,5A9A,0
9857,9857,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0
14444,14444,Femenino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
7870,7870,Femenino,Soltero,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,0
16787,16787,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,mixto,NO,5A9A,1
7775,7775,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
15630,15630,Masculino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,1
15074,15074,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
6797,6797,Femenino,Casado,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
8660,8660,Masculino,Soltero,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,SI,Menos6M,1
16815,16815,Masculino,UnionLibre,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
11082,11082,Femenino,Soltero,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
19493,19493,Femenino,Casado,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,10A14A,1
15296,15296,Masculino,Casado,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
5866,5866,Femenino,Soltero,Licenciatura,otro,confianza,diurno,NO,1A4A,1
3169,3169,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1
6325,6325,Masculino,Soltero,Secundaria,otro,sindicalizado,diurno,SI,1A4A,1
19661,19661,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,mixto,SI,1A4A,1
10035,10035,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,1
16938,16938,Masculino,UnionLibre,Secundaria,tiempoindeterminado,ninguno,diurno,SI,1A4A,1
1710,1710,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
351,351,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,1
3334,3334,Femenino,Soltero,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
13297,13297,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
20989,20989,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,mixto,SI,5A9A,1
11056,11056,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
776,776,Masculino,Soltero,Maestria,tiempoindeterminado,confianza,diurno,NO,10A14A,1
13573,13573,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0
16972,16972,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
13486,13486,Masculino,Casado,Secundaria,tiempoindeterminado,confianza,diurno,SI,Menos6M,0
8188,8188,Masculino,Casado,TecnicoSuperior,otro,sindicalizado,mixto,SI,5A9A,1
2277,2277,Masculino,Soltero,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,1
5076,5076,Masculino,Casado,Licenciatura,honorarios,ninguno,diurno,NO,Menos6M,0
8403,8403,Masculino,Casado,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,1
5928,5928,Masculino,UnionLibre,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,1
12218,12218,Masculino,Casado,Bachillerato,tiempoindeterminado,confianza,diurno,SI,1A4A,1
20692,20692,Masculino,Casado,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
4779,4779,Masculino,UnionLibre,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,6M1A,0
503,503,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,20A24A,1
9075,9075,Masculino,Casado,SinFormacion,porObraoProyecto,ninguno,diurno,SI,Menos6M,1
11843,11843,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,6M1A,0
9660,9660,Masculino,Casado,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,1
7661,7661,Masculino,Casado,Licenciatura,tiempodeterminado,confianza,diurno,NO,1A4A,0
3532,3532,Masculino,UnionLibre,Secundaria,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
5376,5376,Masculino,Casado,Secundaria,tiempoindeterminado,confianza,mixto,SI,1A4A,1
18433,18433,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
12551,12551,Masculino,Soltero,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,0
8545,8545,Masculino,Soltero,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,1
119,119,Masculino,Soltero,Doctorado,tiempoindeterminado,confianza,diurno,NO,5A9A,1
11262,11262,Femenino,Soltero,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,SI,1A4A,1
3699,3699,Femenino,Soltero,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,1
17075,17075,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,Menos6M,1
14592,14592,Femenino,Casado,Preparatoria,tiempoindeterminado,ninguno,mixto,SI,1A4A,1
6424,6424,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
8748,8748,Masculino,Casado,SinFormacion,tiempodeterminado,sindicalizado,diurno,NO,Menos6M,0
1527,1527,Femenino,Soltero,TecnicoSuperior,tiempoindeterminado,confianza,diurno,SI,5A9A,1
18506,18506,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
10951,10951,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,0
7524,7524,Masculino,Casado,Preparatoria,porObraoProyecto,ninguno,diurno,NO,1A4A,1
16700,16700,Masculino,Soltero,Secundaria,tiempoindeterminado,ninguno,diurno,NO,1A4A,0
13061,13061,Masculino,Casado,Bachillerato,tiempoindeterminado,confianza,diurno,SI,1A4A,1
6241,6241,Femenino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
720,720,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0
12684,12684,Masculino,Soltero,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,1
15852,15852,Masculino,Soltero,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1
15459,15459,Masculino,Casado,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,1
14581,14581,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,20A24A,1
1713,1713,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,20A24A,1
17342,17342,Masculino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
5023,5023,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
16844,16844,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,mixto,NO,Mas25A,1
17898,17898,Masculino,Casado,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,1
8295,8295,Masculino,Casado,Preparatoria,porObraoProyecto,sindicalizado,diurno,SI,10A14A,1
20769,20769,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
5031,5031,Masculino,Divorciado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
3578,3578,Femenino,Casado,SinFormacion,tiempoindeterminado,ninguno,diurno,NO,5A9A,0
20827,20827,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,1
1493,1493,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
12671,12671,Masculino,Soltero,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,0
18582,18582,Masculino,UnionLibre,Primaria,tiempoindeterminado,confianza,diurno,NO,10A14A,1
16496,16496,Masculino,Casado,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
6301,6301,Masculino,Soltero,Secundaria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
208,208,Masculino,Soltero,TecnicoSuperior,porObraoProyecto,ninguno,diurno,NO,1A4A,1
15947,15947,Masculino,Soltero,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
3000,3000,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,10A14A,0
18263,18263,Femenino,Soltero,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
19220,19220,Masculino,UnionLibre,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,15A19A,1
12520,12520,Masculino,Soltero,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
6128,6128,Masculino,Casado,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,5A9A,0
9886,9886,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
10753,10753,Masculino,Casado,Secundaria,tiempoindeterminado,confianza,diurno,NO,5A9A,1
10978,10978,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,SI,6M1A,1
19810,19810,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
12461,12461,Masculino,Casado,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
5584,5584,Masculino,UnionLibre,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,Menos6M,1
2202,2202,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1
11275,11275,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,1
10782,10782,Masculino,Soltero,Preparatoria,tiempoindeterminado,ninguno,diurno,SI,6M1A,1
4505,4505,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
15533,15533,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
20843,20843,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
18183,18183,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,mixto,NO,1A4A,1
4205,4205,Masculino,Casado,Bachillerato,tiempoindeterminado,confianza,diurno,NO,6M1A,1
19007,19007,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
15718,15718,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
5500,5500,Masculino,Divorciado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
18469,18469,Masculino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
2687,2687,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
17194,17194,Femenino,Casado,Maestria,tiempoindeterminado,ninguno,diurno,NO,6M1A,0
16088,16088,Masculino,Soltero,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,1
10994,10994,Femenino,Soltero,TecnicoSuperior,tiempoindeterminado,confianza,diurno,SI,6M1A,1
7845,7845,Femenino,Soltero,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
13498,13498,Masculino,Casado,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
9586,9586,Masculino,Soltero,SinFormacion,otro,ninguno,diurno,SI,Menos6M,1
2189,2189,Femenino,Soltero,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,0
20619,20619,Femenino,Divorciado,Secundaria,tiempodeterminado,confianza,mixto,SI,Menos6M,1
16324,16324,Masculino,Casado,Secundaria,tiempoindeterminado,ninguno,diurno,SI,1A4A,1
8300,8300,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
18273,18273,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
10845,10845,Femenino,Casado,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
1475,1475,Femenino,Casado,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,6M1A,1
3725,3725,Femenino,Soltero,TecnicoSuperior,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
12944,12944,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,ninguno,diurno,SI,Menos6M,1
2346,2346,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,0
5211,5211,Femenino,Casado,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,15A19A,1
194,194,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,0
16424,16424,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,ninguno,mixto,SI,1A4A,1
2915,2915,Masculino,UnionLibre,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,6M1A,1
9626,9626,Femenino,Soltero,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,1
19260,19260,Masculino,Casado,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1
13701,13701,Femenino,Soltero,Secundaria,tiempodeterminado,ninguno,diurno,NO,Menos6M,1
6451,6451,Femenino,Soltero,Bachillerato,tiempoindeterminado,confianza,diurno,NO,15A19A,1
11793,11793,Masculino,Casado,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,0
2199,2199,Femenino,Soltero,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,5A9A,0
12955,12955,Masculino,Soltero,Bachillerato,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,1
5980,5980,Masculino,Casado,Licenciatura,tiempodeterminado,ninguno,diurno,NO,1A4A,1
18172,18172,Femenino,Casado,Secundaria,tiempoindeterminado,confianza,diurno,SI,5A9A,1
14640,14640,Femenino,UnionLibre,Secundaria,porObraoProyecto,ninguno,diurno,NO,Menos6M,1
12531,12531,Masculino,Soltero,Licenciatura,porObraoProyecto,ninguno,diurno,NO,5A9A,1
17023,17023,Femenino,UnionLibre,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,1
12859,12859,Masculino,Casado,Secundaria,tiempoindeterminado,ninguno,diurno,SI,Menos6M,1
10700,10700,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
