,Genero,NivelEstudios,TipoContratacion,TipoPersonal,TipoJornada,Rotacion,ExperienciaActual,Resultado,Categoria,Categoria_Num
9531,Femenino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,130.0,Muy Alto,1
9532,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,114.0,Muy Alto,1
9533,Femenino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,22.0,Bajo,0
9534,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,54.0,Medio,1
9535,Masculino,Bachillerato,porObraoProyecto,sindicalizado,diurno,NO,Menos6M,111.0,Muy Alto,1
9536,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,15A19A,81.0,Alto,1
9537,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,Menos6M,47.0,Medio,1
9538,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,74.0,Alto,1
9539,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,50.0,Medio,1
9540,Femenino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,80.0,Alto,1
9541,Femenino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,84.0,Alto,1
9542,Masculino,Primaria,tiempoindeterminado,confianza,diurno,SI,Menos6M,86.0,Alto,1
9543,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,78.0,Alto,1
9544,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,120.0,Muy Alto,1
9545,Femenino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,1A4A,120.0,Muy Alto,1
9546,Femenino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,111.0,Muy Alto,1
9547,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,49.0,Medio,1
9548,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,66.0,Medio,1
9549,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,81.0,Alto,1
9550,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,119.0,Muy Alto,1
9551,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,1A4A,81.0,Alto,1
9552,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,99.0,Muy Alto,1
9553,Masculino,Licenciatura,tiempodeterminado,confianza,diurno,NO,Menos6M,54.0,Medio,1
9554,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,64.0,Medio,1
9555,Masculino,Maestria,tiempoindeterminado,confianza,mixto,SI,10A14A,149.0,Muy Alto,1
9556,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,103.0,Muy Alto,1
9557,Masculino,Bachillerato,tiempodeterminado,ninguno,diurno,NO,Menos6M,105.0,Muy Alto,1
9558,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,88.0,Alto,1
9559,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,119.0,Muy Alto,1
9560,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,SI,Menos6M,50.0,Medio,1
9561,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,42.0,Bajo,0
9562,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,SI,Menos6M,56.0,Medio,1
9563,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,20.0,Bajo,0
9564,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,63.0,Medio,1
9565,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,52.0,Medio,1
9566,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,1A4A,37.0,Bajo,0
9567,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,41.0,Bajo,0
9568,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,55.0,Medio,1
9569,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,SI,1A4A,41.0,Bajo,0
9570,Femenino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,Menos6M,35.0,Bajo,0
9571,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,67.0,Medio,1
9572,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,6M1A,75.0,Alto,1
9573,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,98.0,Muy Alto,1
9574,Masculino,TecnicoSuperior,porObraoProyecto,sindicalizado,diurno,NO,6M1A,57.0,Medio,1
9575,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,77.0,Alto,1
9576,Femenino,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,41.0,Bajo,0
9577,Femenino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,29.0,Bajo,0
9578,Masculino,Licenciatura,tiempoindeterminado,ninguno,mixto,SI,1A4A,107.0,Muy Alto,1
9579,Masculino,Maestria,honorarios,confianza,diurno,NO,5A9A,70.0,Alto,1
9580,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,35.0,Bajo,0
9581,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,28.0,Bajo,0
9582,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,107.0,Muy Alto,1
9583,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,62.0,Medio,1
9584,Femenino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,6M1A,54.0,Medio,1
9585,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,64.0,Medio,1
9586,Femenino,Preparatoria,otro,sindicalizado,diurno,NO,1A4A,66.0,Medio,1
9587,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,85.0,Alto,1
9588,Femenino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,Menos6M,51.0,Medio,1
9589,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,6M1A,74.0,Alto,1
9590,Femenino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,82.0,Alto,1
9591,Masculino,Bachillerato,porObraoProyecto,ninguno,diurno,NO,6M1A,51.0,Medio,1
9592,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,29.0,Bajo,0
9593,Femenino,Preparatoria,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,59.0,Medio,1
9594,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,SI,10A14A,69.0,Medio,1
9595,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,64.0,Medio,1
9596,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,133.0,Muy Alto,1
9597,Masculino,Secundaria,tiempodeterminado,ninguno,diurno,NO,6M1A,64.0,Medio,1
9598,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,1A4A,117.0,Muy Alto,1
9599,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,106.0,Muy Alto,1
9600,Masculino,SinFormacion,tiempoindeterminado,confianza,diurno,NO,1A4A,48.0,Medio,1
9601,Masculino,Licenciatura,tiempoindeterminado,confianza,mixto,SI,6M1A,107.0,Muy Alto,1
9602,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,15A19A,93.0,Muy Alto,1
9603,Masculino,Licenciatura,porObraoProyecto,confianza,diurno,NO,1A4A,67.0,Medio,1
9604,Masculino,Bachillerato,porObraoProyecto,confianza,diurno,NO,1A4A,84.0,Alto,1
9605,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,49.0,Medio,1
9606,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,101.0,Muy Alto,1
9607,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,106.0,Muy Alto,1
9608,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,134.0,Muy Alto,1
9609,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,57.0,Medio,1
9610,Femenino,Licenciatura,tiempoindeterminado,ninguno,mixto,NO,Menos6M,88.0,Alto,1
9611,Masculino,SinFormacion,otro,ninguno,diurno,SI,Menos6M,40.0,Bajo,0
9612,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,nocturno,SI,10A14A,92.0,Muy Alto,1
9613,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,113.0,Muy Alto,1
9614,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,SI,6M1A,149.0,Muy Alto,1
9615,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,nocturno,SI,Menos6M,67.0,Medio,1
9616,Masculino,Preparatoria,tiempoindeterminado,ninguno,nocturno,NO,1A4A,100.0,Muy Alto,1
9617,Masculino,Licenciatura,tiempoindeterminado,ninguno,nocturno,SI,1A4A,105.0,Muy Alto,1
9618,Masculino,Licenciatura,porObraoProyecto,sindicalizado,nocturno,NO,6M1A,83.0,Alto,1
9619,Masculino,Preparatoria,tiempoindeterminado,confianza,nocturno,NO,Menos6M,121.0,Muy Alto,1
9620,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,93.0,Muy Alto,1
9621,Femenino,SinFormacion,tiempoindeterminado,confianza,diurno,NO,Menos6M,35.0,Bajo,0
9622,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,120.0,Muy Alto,1
9623,Masculino,SinFormacion,tiempoindeterminado,confianza,diurno,SI,1A4A,51.0,Medio,1
9624,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,101.0,Muy Alto,1
9625,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,89.0,Alto,1
9626,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,48.0,Medio,1
9627,Femenino,Primaria,tiempoindeterminado,confianza,mixto,SI,Mas25A,62.0,Medio,1
9628,Femenino,Secundaria,porObraoProyecto,sindicalizado,diurno,NO,15A19A,129.0,Muy Alto,1
9629,Femenino,Primaria,tiempoindeterminado,confianza,diurno,NO,15A19A,84.0,Alto,1
9630,Masculino,Primaria,tiempoindeterminado,sindicalizado,nocturno,NO,10A14A,48.0,Medio,1
9631,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,6M1A,70.0,Alto,1
9632,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,144.0,Muy Alto,1
9633,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,5A9A,45.0,Medio,1
9634,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,15A19A,93.0,Muy Alto,1
9635,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,136.0,Muy Alto,1
9636,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,136.0,Muy Alto,1
9637,Masculino,Bachillerato,tiempodeterminado,sindicalizado,diurno,SI,Menos6M,85.0,Alto,1
9638,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,150.0,Muy Alto,1
9639,Femenino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,6M1A,77.0,Alto,1
9640,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,6M1A,91.0,Muy Alto,1
9641,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,83.0,Alto,1
9642,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,129.0,Muy Alto,1
9643,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,74.0,Alto,1
9644,Femenino,Bachillerato,tiempoindeterminado,confianza,mixto,SI,6M1A,50.0,Medio,1
9645,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,SI,Menos6M,45.0,Medio,1
9646,Femenino,Bachillerato,tiempoindeterminado,confianza,mixto,SI,6M1A,27.0,Bajo,0
9647,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,Menos6M,172.0,Muy Alto,1
9648,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,68.0,Medio,1
9649,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,30.0,Bajo,0
9650,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,154.0,Muy Alto,1
9651,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,151.0,Muy Alto,1
9652,Masculino,Secundaria,tiempodeterminado,confianza,diurno,SI,Menos6M,81.0,Alto,1
9653,Masculino,Bachillerato,porObraoProyecto,confianza,diurno,NO,1A4A,100.0,Muy Alto,1
9654,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,169.0,Muy Alto,1
9655,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,114.0,Muy Alto,1
9656,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,86.0,Alto,1
9657,Femenino,Preparatoria,tiempoindeterminado,ninguno,nocturno,NO,6M1A,91.0,Muy Alto,1
9658,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,95.0,Muy Alto,1
9659,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,70.0,Alto,1
9660,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,85.0,Alto,1
9661,Femenino,SinFormacion,tiempoindeterminado,ninguno,diurno,NO,Menos6M,78.0,Alto,1
9662,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,10A14A,42.0,Bajo,0
9663,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,78.0,Alto,1
9664,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,SI,5A9A,52.0,Medio,1
9665,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,5A9A,63.0,Medio,1
9666,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,91.0,Muy Alto,1
9667,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,Menos6M,52.0,Medio,1
9668,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,102.0,Muy Alto,1
9669,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,5A9A,59.0,Medio,1
9670,Femenino,Licenciatura,tiempodeterminado,confianza,diurno,NO,6M1A,46.0,Medio,1
9671,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,112.0,Muy Alto,1
9672,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,142.0,Muy Alto,1
9673,Femenino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,Menos6M,35.0,Bajo,0
9674,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,104.0,Muy Alto,1
9675,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,50.0,Medio,1
9676,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,102.0,Muy Alto,1
9677,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,50.0,Medio,1
9678,Femenino,SinFormacion,tiempoindeterminado,confianza,mixto,SI,Menos6M,142.0,Muy Alto,1
9679,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,84.0,Alto,1
9680,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,20A24A,94.0,Muy Alto,1
9681,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,59.0,Medio,1
9682,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,42.0,Bajo,0
9683,Masculino,Maestria,porObraoProyecto,confianza,diurno,NO,1A4A,87.0,Alto,1
9684,Femenino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,Menos6M,44.0,Bajo,0
9685,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,241.0,Muy Alto,1
9686,Masculino,SinFormacion,tiempoindeterminado,confianza,diurno,NO,6M1A,151.0,Muy Alto,1
9687,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,64.0,Medio,1
9688,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,84.0,Alto,1
9689,Femenino,Licenciatura,tiempodeterminado,confianza,diurno,NO,6M1A,114.0,Muy Alto,1
9690,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,71.0,Alto,1
9691,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,67.0,Medio,1
9692,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,48.0,Medio,1
9693,Masculino,Licenciatura,tiempoindeterminado,confianza,mixto,NO,1A4A,48.0,Medio,1
9694,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,57.0,Medio,1
9695,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,86.0,Alto,1
9696,Femenino,Bachillerato,porObraoProyecto,confianza,diurno,NO,1A4A,90.0,Muy Alto,1
9697,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,72.0,Alto,1
9698,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,51.0,Medio,1
9699,Masculino,Maestria,honorarios,ninguno,diurno,NO,1A4A,121.0,Muy Alto,1
9700,Masculino,SinFormacion,tiempoindeterminado,confianza,diurno,NO,6M1A,132.0,Muy Alto,1
9701,Masculino,Secundaria,tiempodeterminado,sindicalizado,diurno,SI,1A4A,60.0,Medio,1
9702,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,103.0,Muy Alto,1
9703,Masculino,Primaria,tiempoindeterminado,ninguno,diurno,SI,10A14A,100.0,Muy Alto,1
9704,Masculino,SinFormacion,tiempoindeterminado,ninguno,diurno,SI,1A4A,77.0,Alto,1
9705,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,SI,6M1A,85.0,Alto,1
9706,Femenino,TecnicoSuperior,honorarios,ninguno,diurno,NO,1A4A,42.0,Bajo,0
9707,Masculino,Licenciatura,honorarios,ninguno,diurno,NO,1A4A,42.0,Bajo,0
9708,Masculino,Licenciatura,tiempodeterminado,confianza,diurno,NO,1A4A,78.0,Alto,1
9709,Femenino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,6M1A,78.0,Alto,1
9710,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,76.0,Alto,1
9711,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,76.0,Alto,1
9712,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,75.0,Alto,1
9713,Masculino,Maestria,tiempodeterminado,confianza,diurno,NO,Menos6M,81.0,Alto,1
9714,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,6M1A,29.0,Bajo,0
9715,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,5A9A,28.0,Bajo,0
9716,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,45.0,Medio,1
9717,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,1A4A,23.0,Bajo,0
9718,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,62.0,Medio,1
9719,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,115.0,Muy Alto,1
9720,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,51.0,Medio,1
9721,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,51.0,Medio,1
9722,Femenino,Licenciatura,otro,ninguno,diurno,NO,6M1A,123.0,Muy Alto,1
9723,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,136.0,Muy Alto,1
9724,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,61.0,Medio,1
9725,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,68.0,Medio,1
9726,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,82.0,Alto,1
9727,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,61.0,Medio,1
9728,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,Menos6M,70.0,Alto,1
9729,Masculino,Secundaria,otro,ninguno,diurno,NO,1A4A,80.0,Alto,1
9730,Masculino,Licenciatura,tiempoindeterminado,ninguno,mixto,NO,1A4A,81.0,Alto,1
9731,Femenino,Licenciatura,tiempodeterminado,sindicalizado,diurno,NO,1A4A,71.0,Alto,1
9732,Masculino,Maestria,tiempoindeterminado,ninguno,diurno,NO,6M1A,42.0,Bajo,0
9733,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,71.0,Alto,1
9734,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,SI,Menos6M,38.0,Bajo,0
9735,Femenino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,80.0,Alto,1
9736,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,76.0,Alto,1
9737,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,73.0,Alto,1
9738,Femenino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,5A9A,49.0,Medio,1
9739,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,50.0,Medio,1
9740,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,5A9A,56.0,Medio,1
9741,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,52.0,Medio,1
9742,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,1A4A,77.0,Alto,1
9743,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,77.0,Alto,1
9744,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,69.0,Medio,1
9745,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,129.0,Muy Alto,1
9746,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,46.0,Medio,1
9747,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,6M1A,40.0,Bajo,0
9748,Masculino,Maestria,tiempoindeterminado,ninguno,diurno,SI,1A4A,40.0,Bajo,0
9749,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,5A9A,49.0,Medio,1
9750,Femenino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,101.0,Muy Alto,1
9751,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,10A14A,75.0,Alto,1
9752,Masculino,Secundaria,otro,ninguno,diurno,NO,1A4A,157.0,Muy Alto,1
9753,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,78.0,Alto,1
9754,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,74.0,Alto,1
9755,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,74.0,Alto,1
9756,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,130.0,Muy Alto,1
9757,Masculino,Preparatoria,otro,confianza,diurno,SI,5A9A,109.0,Muy Alto,1
9758,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,1A4A,88.0,Alto,1
9759,Femenino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,10A14A,91.0,Muy Alto,1
9760,Masculino,Maestria,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,93.0,Muy Alto,1
9761,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,SI,1A4A,27.0,Bajo,0
9762,Masculino,Preparatoria,otro,ninguno,diurno,NO,5A9A,92.0,Muy Alto,1
9763,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,87.0,Alto,1
9764,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,66.0,Medio,1
9765,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,90.0,Muy Alto,1
9766,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,1A4A,28.0,Bajo,0
9767,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,95.0,Muy Alto,1
9768,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,64.0,Medio,1
9769,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,44.0,Bajo,0
9770,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,10A14A,134.0,Muy Alto,1
9771,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,NO,5A9A,108.0,Muy Alto,1
9772,Masculino,Preparatoria,tiempodeterminado,confianza,diurno,NO,Menos6M,56.0,Medio,1
9773,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,SI,6M1A,51.0,Medio,1
9774,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,57.0,Medio,1
9775,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,SI,5A9A,147.0,Muy Alto,1
9776,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,100.0,Muy Alto,1
9777,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,5A9A,74.0,Alto,1
9778,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,15A19A,95.0,Muy Alto,1
9779,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,5A9A,104.0,Muy Alto,1
9780,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,107.0,Muy Alto,1
9781,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,SI,1A4A,126.0,Muy Alto,1
9782,Femenino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,63.0,Medio,1
9783,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,52.0,Medio,1
9784,Femenino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,10A14A,52.0,Medio,1
9785,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,53.0,Medio,1
9786,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,85.0,Alto,1
9787,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,SI,Menos6M,88.0,Alto,1
9788,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,101.0,Muy Alto,1
9789,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,80.0,Alto,1
9790,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,49.0,Medio,1
9791,Masculino,SinFormacion,tiempoindeterminado,confianza,diurno,NO,10A14A,56.0,Medio,1
9792,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,73.0,Alto,1
9793,Femenino,Licenciatura,porObraoProyecto,ninguno,diurno,NO,10A14A,131.0,Muy Alto,1
